{timestamp},{title},{twitter},{website},{description}
6/21/2017 11:19:07,The Things Network — Liverpool,@ttn_liv,thethingsnetwork.org/community/liverpool,"Providing free, public access LoRaWAN connections across Liverpool. Connect sensor, devices and measurements to the internet for free, with great battery life and long range."
